Temp,Humd,Label
91.5,60.2,0
65.7,47.4,0
85.1,73.2,0
85.3,79.5,0
46.2,41.7,0
94.2,41.7,0
70.3,32.6,0
89.6,81.5,0
59.2,76.5,0
93.7,63.2,0
63.4,89.1,0
40.7,86.4,0
94.3,71.0,0
45.5,90.8,0
59.2,44.4,0
97.0,37.8,0
97.0,48.9,0
74.4,34.0,0
77.9,67.2,0
66.9,95.6,0
57.6,32.8,0
59.7,38.5,0
80.4,61.7,0
85.1,95.4,0
87.5,52.1,0
87.4,65.5,0
45.5,32.9,0
69.7,40.4,0
43.5,99.1,0
73.0,97.6,0
66.5,30.3,0
93.3,96.6,0
61.1,74.7,0
47.0,90.8,0
48.6,61.8,0
85.7,66.1,0
77.1,64.2,0
46.1,76.7,0
45.0,39.8,0
82.1,32.1,0
44.4,51.6,0
89.3,79.3,0
82.4,44.1,0
44.9,77.1,0
45.1,97.9,0
99.2,36.6,0
62.5,77.1,0
62.2,61.1,0
88.8,90.8,0
96.8,42.4,0
99.2,78.5,0
85.2,88.7,0
62.6,96.1,0
45.0,77.8,0
86.6,64.8,0
73.5,73.2,0
65.5,90.8,0
94.4,69.9,0
46.7,32.1,0
69.6,95.2,0
40.7,78.3,0
68.1,77.4,0
43.4,45.1,0
47.1,76.1,0
47.1,57.6,0
79.0,75.6,0
84.8,37.5,0
75.0,76.0,0
97.7,100.0,0
62.5,33.4,0
57.1,98.4,0
92.1,58.5,0
53.4,91.0,0
97.8,84.8,0
40.7,69.7,0
98.2,81.7,0
42.6,91.5,0
93.5,58.3,0
71.7,52.9,0
99.6,76.7,0
44.4,86.5,0
73.2,83.4,0
98.2,85.8,0
71.4,60.5,0
77.8,87.2,0
81.7,38.4,0
67.3,68.1,0
77.7,30.4,0
75.1,52.7,0
94.1,55.7,0
42.7,57.7,0
56.9,78.7,0
97.0,57.2,0
93.4,61.4,0
67.3,46.6,0
77.2,56.1,0
56.6,45.9,0
51.3,35.1,0
67.8,72.2,0
61.2,76.8,0
75.0,73.4,0
44.7,62.4,0
98.5,56.6,0
99.2,90.4,0
81.9,66.3,0
72.2,63.5,0
58.6,31.8,0
88.8,53.9,0
81.1,56.6,0
49.8,57.9,0
94.7,70.6,0
89.4,67.4,0
97.0,72.6,0
83.5,83.5,0
76.8,86.9,0
65.1,80.3,0
96.0,96.9,0
92.0,31.3,0
42.7,43.7,0
41.6,30.5,0
62.6,75.3,0
88.6,92.9,0
99.2,47.0,0
49.0,94.9,0
75.6,34.2,0
62.9,95.4,0
98.2,54.6,0
90.5,37.1,0
90.3,64.0,0
68.1,48.0,0
64.9,49.9,0
56.4,51.5,0
43.4,86.2,0
91.9,67.7,0
88.8,51.8,0
100.0,72.7,0
99.8,80.1,0
73.3,49.1,0
86.1,58.9,0
96.7,38.5,0
91.0,42.7,0
54.8,77.7,0
67.0,42.7,0
47.7,66.8,0
97.2,79.6,0
76.4,37.5,0
53.7,69.7,0
80.3,48.0,0
77.1,97.4,0
61.5,63.8,0
46.8,86.4,0
80.3,68.5,0
71.2,33.0,0
86.3,74.3,0
71.2,96.6,0
91.1,72.1,0
73.1,87.3,0
73.7,91.9,0
92.6,46.0,0
64.2,44.8,0
48.0,72.8,0
41.7,58.8,0
85.3,88.8,0
77.2,93.0,0
82.2,54.7,0
52.8,46.6,0
48.2,84.6,0
40.9,49.2,0
61.0,87.6,0
75.4,59.7,0
63.5,76.7,0
66.2,36.7,0
94.2,73.7,0
60.9,61.6,0
70.8,71.1,0
87.0,41.8,0
63.8,81.6,0
77.3,90.4,0
91.7,45.2,0
97.0,36.7,0
48.8,31.7,0
95.6,74.9,0
69.5,72.5,0
55.5,68.3,0
67.5,46.2,0
98.8,57.4,0
69.6,71.6,0
59.7,64.8,0
78.0,99.1,0
54.4,39.6,0
44.6,78.7,0
47.7,58.3,0
47.7,60.0,0
49.1,80.2,0
48.3,78.5,0
78.5,99.4,0
50.9,39.0,0
60.7,37.3,0
93.8,80.7,0
68.4,70.5,0
80.1,49.2,0
50.3,35.6,0
51.5,36.0,0
42.5,92.6,0
50.1,43.4,0
56.7,52.6,0
50.6,45.9,0
45.3,54.8,0
47.2,34.9,0
67.6,66.3,0
52.4,34.7,0
61.9,86.0,0
70.2,46.4,0
81.4,67.8,0
42.4,91.6,0
88.0,75.6,0
77.7,67.3,0
44.9,52.7,0
92.4,53.3,0
95.3,76.9,0
43.7,99.6,0
56.6,76.3,0
88.4,69.0,0
84.9,81.1,0
51.1,62.6,0
52.6,34.2,0
62.2,69.4,0
69.1,97.0,0
77.1,42.3,0
62.1,78.3,0
67.8,44.1,0
84.8,67.5,0
42.2,36.8,0
55.1,61.5,0
82.8,82.9,0
93.7,54.3,0
70.7,76.5,0
71.9,85.7,0
46.4,94.9,0
66.8,46.4,0
72.0,58.0,0
54.5,40.7,0
56.2,99.5,0
62.6,94.9,0
41.2,67.8,0
59.3,88.9,0
52.7,66.5,0
59.6,73.7,0
47.2,36.2,0
93.4,82.9,0
75.6,38.9,0
80.7,87.8,0
87.4,84.7,0
69.9,79.6,0
45.2,32.5,0
72.2,51.2,0
75.2,48.4,0
84.7,55.2,0
65.9,36.1,0
47.7,95.6,0
57.0,68.8,0
61.8,51.4,0
78.8,57.8,0
74.2,61.3,0
61.4,72.0,0
99.2,66.1,0
76.3,94.4,0
54.2,64.8,0
46.1,99.5,0
49.2,89.6,0
54.8,44.6,0
49.6,95.1,0
51.2,38.1,0
57.1,87.2,0
50.4,56.6,0
93.8,91.5,0
44.8,90.8,0
71.5,86.4,0
64.6,85.3,0
98.9,51.3,0
46.7,35.7,0
63.9,58.2,0
98.2,42.1,0
91.9,78.6,0
89.0,54.2,0
55.5,98.3,0
50.3,74.9,0
80.1,87.6,0
95.8,39.3,0
73.4,90.3,0
74.3,94.6,0
56.8,64.1,0
86.2,72.4,0
51.2,83.5,0
59.4,42.2,0
65.5,65.2,0
70.5,57.9,0
54.5,40.2,0
46.9,55.7,0
76.6,34.8,0
57.3,31.8,0
74.9,39.5,0
49.3,97.4,0
68.9,68.5,0
72.0,97.6,0
43.1,60.3,0
60.2,51.8,0
48.1,65.4,0
43.8,60.8,0
99.4,37.4,0
59.3,74.9,0
88.6,45.1,0
55.3,73.4,0
80.9,75.5,0
85.6,40.6,0
75.7,34.3,0
68.3,84.7,0
64.7,62.2,0
60.9,34.1,0
95.8,99.6,0
89.8,34.0,0
97.9,78.7,0
47.5,98.9,0
83.9,46.7,0
96.3,40.0,0
50.9,38.5,0
44.0,51.2,0
84.5,37.1,0
74.5,78.5,0
90.5,34.4,0
48.4,65.7,0
87.7,99.8,0
52.1,87.0,0
49.8,73.1,0
49.9,51.4,0
88.9,73.7,0
79.9,66.9,0
71.4,59.8,0
61.5,39.1,0
92.6,92.1,0
63.5,61.5,0
89.0,43.6,0
66.3,55.7,0
62.6,59.0,0
67.8,87.9,0
58.1,81.4,0
84.9,83.9,0
70.2,30.8,0
53.9,59.1,0
94.0,63.7,0
63.0,31.3,0
72.6,48.2,0
94.4,83.2,0
77.5,39.6,0
47.0,67.5,0
96.4,45.1,0
77.7,30.8,0
60.1,46.9,0
48.4,98.3,0
87.6,86.1,0
77.2,97.2,0
72.0,64.1,0
93.6,37.7,0
87.3,68.4,0
49.1,61.8,0
58.7,89.1,0
54.9,36.9,0
84.6,64.2,0
42.0,40.5,0
74.2,52.7,0
85.7,81.6,0
92.6,63.3,0
60.5,56.3,0
89.3,57.6,0
46.6,62.2,0
90.8,85.0,0
47.6,92.4,0
63.8,96.9,0
87.8,85.1,0
49.0,52.1,0
53.8,78.2,0
83.3,60.6,0
83.2,47.8,0
78.5,88.9,0
81.6,32.7,0
72.6,93.1,0
55.1,62.3,0
60.7,74.6,0
50.9,76.2,0
94.5,92.7,0
75.0,74.6,0
64.1,73.0,0
67.7,34.7,0
96.8,66.3,0
49.2,40.5,0
75.2,81.6,0
70.4,65.9,0
76.7,77.6,0
41.1,32.9,0
92.3,35.9,0
95.9,80.1,0
73.9,35.0,0
81.8,35.0,0
95.3,30.8,0
82.4,97.0,0
49.2,81.6,0
74.6,54.7,0
76.4,50.8,0
65.4,54.5,0
84.2,84.2,0
96.1,76.3,0
95.5,43.0,0
67.1,42.2,0
46.8,36.9,0
99.1,76.2,0
90.3,83.5,0
47.5,48.6,0
95.3,31.5,0
92.2,35.8,0
71.1,97.8,0
75.5,50.7,0
63.9,83.8,0
43.3,73.7,0
60.1,56.7,0
88.2,44.4,0
40.3,38.5,0
60.0,73.1,0
63.9,84.2,0
72.2,75.1,0
95.2,67.1,0
60.8,32.9,0
60.8,97.8,0
84.3,85.9,0
67.1,50.5,0
53.5,98.6,0
67.1,72.1,0
48.5,70.8,0
50.6,82.4,0
69.9,86.8,0
65.1,76.0,0
94.9,39.0,0
61.7,53.7,0
74.8,95.0,0
77.9,45.7,0
40.8,56.1,0
79.8,60.2,0
50.7,60.8,0
97.7,72.9,0
48.9,96.0,0
64.9,46.8,0
45.1,38.5,0
99.8,43.8,0
70.1,92.1,0
75.7,75.2,0
44.0,50.0,0
85.0,87.1,0
52.6,90.3,0
93.9,89.3,0
52.3,94.3,0
51.4,47.7,0
42.2,82.9,0
68.3,62.2,0
73.9,88.9,0
43.9,81.0,0
86.5,84.4,0
67.2,75.9,0
71.5,42.4,0
66.4,68.2,0
64.0,98.9,0
73.6,95.6,0
49.3,33.0,0
50.9,41.5,0
91.7,39.2,0
96.8,80.8,0
62.4,87.2,0
56.2,44.9,0
78.6,65.4,0
64.5,88.8,0
41.5,81.3,0
49.4,68.0,0
83.0,71.3,0
79.5,65.6,0
41.6,50.8,0
53.3,69.6,0
53.9,78.2,0
80.3,91.1,0
41.2,74.5,0
46.2,83.3,0
88.0,41.2,0
50.7,62.3,0
79.2,30.7,0
54.3,47.3,0
46.0,80.9,0
54.6,99.4,0
83.3,36.9,0
91.3,58.1,0
89.8,86.0,0
63.8,44.3,0
80.1,68.9,0
52.3,81.3,0
57.6,73.1,0
93.8,43.2,0
40.8,54.9,0
45.1,84.9,0
52.5,68.8,0
41.6,30.4,0
50.9,83.3,0
75.0,32.5,0
65.3,82.2,0
93.6,44.2,0
89.0,97.1,0
60.5,55.8,0
55.6,52.9,0
62.8,40.4,0
75.4,51.4,0
56.1,91.4,0
77.4,99.7,0
64.6,55.8,0
73.1,61.4,0
66.2,80.5,0
57.7,92.0,0
96.9,71.5,0
85.8,57.4,0
48.4,58.9,0
92.1,78.7,0
69.2,30.2,0
93.7,73.4,0
88.0,54.9,0
65.5,85.6,0
41.3,36.5,0
56.1,71.2,0
72.5,63.7,0
78.0,75.0,0
55.5,34.5,0
48.4,70.6,0
90.1,69.3,0
99.1,69.2,0
71.5,72.2,0
50.3,77.4,0
56.3,86.3,0
41.1,48.9,0
94.9,87.8,0
47.1,64.9,0
74.6,35.4,0
56.4,34.1,0
73.3,53.4,0
79.1,84.9,0
89.8,79.5,0
52.4,85.2,0
40.7,66.2,0
48.2,60.8,0
94.0,40.3,0
92.4,53.0,0
75.8,60.4,0
76.0,36.2,0
79.9,45.4,0
50.5,71.9,0
94.9,81.5,0
65.1,99.9,0
63.0,95.3,0
71.1,75.0,0
42.8,59.5,0
50.0,74.5,0
84.3,85.0,0
45.0,38.3,0
76.2,58.7,0
54.7,88.8,0
63.4,56.9,0
57.3,70.0,0
61.3,71.1,0
83.1,42.9,0
57.8,55.4,0
74.0,53.4,0
68.6,31.8,0
79.8,31.7,0
96.2,88.2,0
84.0,49.1,0
52.9,66.3,0
41.9,50.9,0
55.7,95.8,0
75.7,48.2,0
43.1,60.1,0
69.8,91.1,0
75.8,88.9,0
60.1,43.0,0
86.3,86.2,0
46.4,62.1,0
44.5,63.8,0
83.7,39.3,0
69.7,35.6,0
81.3,81.0,0
66.1,64.8,0
54.8,60.6,0
89.1,81.1,0
88.0,83.6,0
81.7,41.1,0
56.3,72.7,0
75.4,39.5,0
61.7,82.6,0
45.5,76.0,0
95.0,97.0,0
48.2,34.8,0
97.0,34.0,0
66.8,49.8,0
